,text,date,amusement_parks,ferris_wheels,water_parks,miniature_parks,baths_and_saunas,climbing,stadiums,winter_sports,natural_springs,water,nature_reserves,beaches,railway_stations,dams,mints,mineshafts,science_museums,churches,cathedrals,monasteries,synagogues,hindu_temples,mosques,archaeology,castles,fortified_towers,bunkers,military_museums,battlefields,war_graves,cemeteries,mausoleums,crypts,monuments,tumuluses,wall_painting,fountains,sculptures,gardens_and_parks,archaeological_museums,art_galleries,biographical_museums,history_museums,local_museums,national_museums,fashion_museums,planetariums,zoos,aquariums,skyscrapers,towers,historic_architecture,bridges
125,"Jestem psychoterapeutą z zamiłowaniem do podróżowania i poznawania różnych kultur. Moje hobby to eksploracja świata, obserwacja różnic kulturowych i zdobywanie doświadczeń z różnych zakątków globu. Wolny czas najchętniej spędzam na podróżach, integrując wiedzę psychologiczną z różnorodnością ludzkich doświadczeń.",Moja wycieczka odbędzie się od 12 września do 27 września 2023 roku.,1,3,1,1,1,1,2,1,1,3,4,3,4,1,1,1,3,3,2,2,2,4,3,4,2,2,1,2,1,2,2,2,1,3,1,3,1,2,3,4,3,2,4,3,4,2,1,2,1,2,3,3,3
126,"Jestem lekarzem weterynarii z pasją do fotografii przyrodniczej. Moje hobby to fotografowanie zwierząt i przyrody, zwracając uwagę na ich zdrowie i naturalne środowisko. Wolny czas najchętniej spędzam na praktyce weterynaryjnej oraz robiąc piękne zdjęcia dzikiej przyrody.",Moja wycieczka odbędzie się od 10 maja do 25 maja 2023 roku.,1,1,1,1,1,1,1,1,2,4,5,2,1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,2,1,1,2,1,1,1,1,3,2,1,1,2,1,2,1,1,4,3,1,1,1,1
127,"Jestem trenerem fitness z pasją do nurkowania, zwłaszcza w miejscach z koralowymi rafami. Moje hobby to utrzymanie kondycji fizycznej i eksploracja podwodnego świata. Wolny czas najchętniej spędzam na treningach fitness oraz pod wodą, podziwiając kolorowe rafy i ich mieszkańców.",Moja wycieczka odbędzie się od 8 lipca do 23 lipca 2023 roku.,2,1,5,1,4,3,4,1,2,4,5,5,2,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,2,1,1,2,1,2,1,1,2,5,1,2,1,1
128,"Jestem artystą ulicznym, fascynują mnie historie miast i unikalna architektura. Moje hobby to tworzenie sztuki na ulicach i odkrywanie kulturowego dziedzictwa miejsc, które odwiedzam. Wolny czas najchętniej spędzam malując mural na tle fascynujących budowli i zabytków.",Moja wycieczka odbędzie się od 5 września do 20 września 2023 roku.,1,4,1,2,1,1,2,1,2,4,2,1,5,1,1,1,2,5,4,3,3,2,1,3,4,3,1,2,1,2,3,2,1,4,1,5,3,4,2,3,5,2,5,3,4,2,1,1,1,3,4,5,4
129,"Jestem lekarzem z zamiłowaniem do sportów ekstremalnych, szczególnie snowboardingu. Moje hobby to szukanie adrenaliny w górach i podtrzymywanie zdrowia pacjentów. Wolny czas najchętniej spędzam na stokach snowboardowych, łącząc pasję sportu z dbałością o dobrostan ludzi.",Moja wycieczka odbędzie się od 15 stycznia do 30 stycznia 2024 roku.,1,2,1,1,1,2,1,5,1,2,4,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,3,2,1
130,"Jestem programistą z zamiłowaniem do górskich wędrówek, ceniąc spokój z dala od miejskiego zgiełku. Moje hobby to kodowanie i eksploracja dzikich terenów. Wolny czas najchętniej spędzam wśród natury, odkrywając nowe szlaki i jednocześnie tworząc nowe linie kodu.",Moja wycieczka odbędzie się od 1 lipca do 15 lipca 2023 roku.,1,1,1,1,1,2,1,2,3,4,5,1,1,2,1,1,1,2,1,1,1,1,1,2,3,3,1,1,1,2,1,1,1,2,1,1,1,1,2,3,1,1,4,3,4,1,1,1,1,1,3,4,2
131,"Jestem architektem krajobrazu z zamiłowaniem do fotografii przyrodniczej, ceniąc spokojne miejsca nad morzem. Moje hobby to projektowanie przestrzeni naturalnych i utrwalanie ich piękna na zdjęciach. Wolny czas najchętniej spędzam nad brzegiem morza, czerpiąc inspirację z otaczającej przyrody.",Moja wycieczka odbędzie się od 12 sierpnia do 27 sierpnia 2023 roku.,1,2,2,1,1,1,1,1,2,3,4,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,2,1,1,2,2,2,1,1,1,1,1,3,2,1
132,"Jestem historykiem sztuki z zamiłowaniem do fotografowania architektury zabytkowych kościołów, ceniąc miejsca z bogatym dziedzictwem kulturowym. Moje hobby to badanie i dokumentowanie sztuki sakralnej. Wolny czas najchętniej spędzam w miejscach, gdzie historia i sztuka łączą się w unikalny sposób.",Moja wycieczka odbędzie się od 10 maja do 25 maja 2023 roku.,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,5,4,4,3,2,1,2,3,2,1,1,1,2,2,1,1,3,1,1,1,2,2,2,4,1,5,3,4,1,1,1,1,1,3,5,2
133,"Jestem przewodnikiem turystycznym z pasją do lokalnej kuchni, uwielbiając odkrywać unikalne doświadczenia kulinarne. Moje hobby to eksploracja różnorodności smaków i tradycji kulinarnej danego regionu. Wolny czas najchętniej spędzam w miejscach oferujących autentyczne i wyjątkowe jedzenie.",Moja wycieczka odbędzie się od 5 września do 20 września 2023 roku.,2,3,1,1,1,1,1,1,2,2,2,2,3,1,1,1,1,3,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,3,4,3,1,1,2,2,1,3,3,2
134,"Jestem architektem z zainteresowaniem urbanistyką, pasjonującym się nowoczesną i innowacyjną architekturą. Moje hobby to badanie różnorodnych projektów miejskich i zwracanie uwagi na unikalne rozwiązania architektoniczne. Wolny czas najchętniej spędzam w miejscach, gdzie tradycja spotyka się z nowoczesnością.",Moja wycieczka odbędzie się od 8 kwietnia do 22 kwietnia 2023 roku.,1,4,1,1,1,1,3,1,1,2,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,3,1,1,2,2,4,1,3,1,2,2,3,1,1,1,1,5,5,2,3
135,"Jestem fotografem, uwielbiającym odkrywać ukryte zakątki miast i poszukującym ciekawych motywów do fotografowania. Moje hobby to eksploracja miejskich krajobrazów i zatrzymywanie piękna chwil na klatce obiektywu. Wolny czas najchętniej spędzam w miejscach, które oferują unikalne perspektywy i inspirują do tworzenia pięknych zdjęć.",Moja wycieczka odbędzie się od 15 lipca do 30 lipca 2023 roku.,2,4,3,2,1,2,3,1,3,4,4,4,3,2,1,1,3,4,3,3,2,2,2,3,4,3,2,2,1,3,3,2,1,4,2,3,3,4,4,3,4,2,4,4,4,2,2,3,3,4,5,3,4
136,"Jestem studentem historii, z pasją do eksploracji muzeów i fascynacją miejscami o bogatej historii. Moje hobby to zgłębianie przeszłości i odkrywanie dziedzictwa kulturowego. Wolny czas najchętniej spędzam w miejscach, które są świadkami ważnych wydarzeń historycznych.",Moja wycieczka odbędzie się od 3 czerwca do 18 czerwca 2023 roku.,1,2,1,1,1,1,1,1,1,2,3,1,3,1,2,2,3,4,4,4,3,2,2,4,5,3,3,5,4,4,3,4,3,3,2,1,1,2,2,5,3,4,5,4,5,1,1,1,1,1,3,5,2
137,"Jestem miłośnikiem teatru, uwielbiającym uczestnictwo w spektaklach plenerowych i poszukującym miejsc z rozwiniętą sceną kulturalną. Moje hobby to doświadczanie różnorodnych form sztuki teatralnej w unikalnych miejscach. Wolny czas najchętniej spędzam w otoczeniu, które pulsuje życiem artystycznym.",Moja wycieczka odbędzie się od 10 maja do 25 maja 2023 roku.,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,1,3,1,1,1,1,1,2,2,1
138,"Jestem pasjonatem sportu, uwielbiającym aktywność fizyczną podczas zwiedzania, szczególnie jogging po parkach miejskich. Moje hobby to połączenie zainteresowania sportem z eksploracją nowych miejsc. Wolny czas najchętniej spędzam na świeżym powietrzu, czerpiąc radość z ruchu i odkrywając nowe tereny do biegania.",Moja wycieczka odbędzie się od 5 września do 20 września 2023 roku.,2,3,2,1,2,1,5,2,2,4,3,3,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,5,2,1,1,2,1,2,1,1,3,2,2,4,2,3
139,"Jestem naukowcem zajmującym się geografią, uwielbiającym obserwować różnorodność krajobrazów miejskich i poszukującym miejsc z urozmaiconym otoczeniem naturalnym. Moje hobby to badanie geograficznych aspektów miast i czerpanie inspiracji z ich zróżnicowanego środowiska. Wolny czas najchętniej spędzam w miejscach, które oferują unikalne cechy krajobrazowe.",Moja wycieczka odbędzie się od 12 kwietnia do 27 kwietnia 2023 roku.,2,3,4,1,2,1,2,1,4,5,5,3,3,4,1,2,3,2,2,2,1,1,1,3,3,2,1,2,1,2,2,1,1,3,2,1,2,2,5,4,2,1,4,3,4,1,1,3,2,3,4,3,4
140,"Jestem projektantem wnętrz, pasjonującym się designem i poszukującym miejsc z oryginalną i nowoczesną aranżacją przestrzeni. Moje hobby to odkrywanie inspirujących projektów wnętrz i czerpanie pomysłów do mojej pracy. Wolny czas najchętniej spędzam w miejscach, które oferują unikalne doświadczenia w zakresie designu i estetyki.",Moja wycieczka odbędzie się od 8 lipca do 23 lipca 2023 roku.,2,4,3,2,3,1,2,1,3,3,2,3,2,2,1,2,4,3,4,2,1,1,1,2,3,2,1,2,1,2,2,1,1,3,2,3,3,4,3,2,5,2,3,3,4,4,2,2,3,5,4,3,3
141,"Jestem ekologiem, zwracającym uwagę na zrównoważony rozwój miast i poszukującym miejsc aktywnie zaangażowanych w ochronę środowiska. Moje hobby to eksploracja miejsc, które podejmują inicjatywy na rzecz ekologii i posiadają zrównoważone rozwiązania urbanistyczne. Wolny czas najchętniej spędzam w otoczeniu przyjaznym dla środowiska.",Moja wycieczka odbędzie się od 10 sierpnia do 25 sierpnia 2023 roku.,2,3,4,2,3,2,2,1,4,5,5,3,4,4,1,2,3,2,2,2,1,1,1,3,3,2,2,2,2,2,2,1,1,3,2,3,3,3,5,4,3,2,4,3,4,2,2,4,3,4,4,3,4
142,"Jestem osobą o zainteresowaniach kulturalnych i historycznych, pasjonującą się zwiedzaniem miejsc z bogatą historią. Moje hobby to eksploracja muzeów, zabytków i miejsc kulturowych. Wolny czas najchętniej spędzam w otoczeniu, które inspiruje mnie do zgłębiania przeszłości i poznawania różnych aspektów kultury.",Moja wycieczka odbędzie się od 5 września do 20 września 2023 roku.,2,4,3,2,3,1,3,1,3,4,4,2,4,3,1,2,5,4,5,3,2,2,2,4,4,3,2,3,2,3,3,2,1,4,3,4,3,4,4,4,4,3,5,4,5,3,2,3,3,4,4,4,4
143,"Jestem osobą o różnorodnych zainteresowaniach, pasjonującą się naturą, sportem i nowoczesną technologią. Moje hobby to aktywność fizyczna, zwiedzanie muzeów nauki i techniki oraz eksploracja miejsc z ciekawą architekturą. Wolny czas najchętniej spędzam na świeżym powietrzu, odkrywając unikalne zakątki miast.",Moja wycieczka odbędzie się od 15 lipca do 30 lipca 2023 roku.,3,4,3,2,4,3,4,2,3,4,4,3,3,3,2,2,5,3,4,3,2,2,1,3,4,3,2,4,3,3,3,2,2,4,3,4,3,4,4,4,4,3,5,4,5,3,4,4,4,5,4,4,4
144,"Jestem osobą o zamiłowaniu do sztuki i kultury, pasjonującą się fotografią i eksploracją ukrytych zakątków miast. Moje hobby to zwiedzanie galerii sztuki, uczestnictwo w spektaklach teatralnych i fotografowanie architektury miejskiej. Wolny czas najchętniej spędzam w miejscach, które oferują inspirujące motywy do fotografowania.",Moja wycieczka odbędzie się od 1 października do 15 października 2023 roku.,2,4,3,2,3,1,3,1,3,4,3,2,3,2,1,1,4,4,5,3,2,1,1,3,4,3,1,3,2,3,3,1,1,4,2,4,3,4,4,4,5,3,4,4,5,3,2,3,3,4,4,4,4
145,"Jestem miłośnikiem przyrody i aktywności fizycznej, pasjonującym się geografią. Moje hobby to eksploracja różnorodnych krajobrazów miejskich i aktywność na świeżym powietrzu. Wolny czas najchętniej spędzam w miejscach oferujących zróżnicowane otoczenie naturalne i możliwość aktywnego wypoczynku.",Moja wycieczka odbędzie się od 10 sierpnia do 25 sierpnia 2023 roku.,2,3,4,2,3,4,3,2,4,5,5,3,3,4,2,1,3,2,3,2,1,1,1,3,4,3,2,3,2,3,3,1,2,4,3,2,3,3,5,3,2,3,4,3,4,2,2,3,3,2,3,3,4
146,"Jestem entuzjastą nowoczesnych technologii i podróży, pasjonującym się innowacjami. Moje hobby to zwiedzanie miejsc z unikalną architekturą oraz eksploracja nowatorskich rozwiązań w różnych dziedzinach. Wolny czas najchętniej spędzam w miejscach oferujących nowoczesne atrakcje i inspirujące technologicznie.",Moja wycieczka odbędzie się od 5 września do 20 września 2023 roku.,3,4,3,2,3,2,3,2,3,4,3,3,3,2,2,1,5,3,4,2,2,1,1,3,4,3,2,4,2,3,3,1,1,4,3,4,3,4,4,4,3,2,4,3,5,2,4,4,3,5,4,3,4
147,"Jestem pasjonatem historii i sztuki, z zamiłowaniem do zwiedzania miejsc z bogatym dziedzictwem kulturowym. Moje hobby to fotografowanie zabytków i uczestnictwo w spektaklach plenerowych. Wolny czas najchętniej spędzam w miejscach oferujących unikalne doświadczenia kulturowe i artystyczne.",Moja wycieczka odbędzie się od 15 lipca do 30 lipca 2023 roku.,2,3,2,3,2,1,2,1,3,4,4,2,3,2,1,2,3,4,5,3,4,2,1,4,5,3,2,3,2,3,4,2,1,4,2,3,3,4,4,4,5,3,5,4,5,3,2,3,3,2,4,4,4
148,"Jestem miłośnikiem sportu i aktywności fizycznej, z zamiłowaniem do aktywnego zwiedzania. Moje hobby to jogging po parkach miejskich i uczestnictwo w różnorodnych wydarzeniach kulturalnych. Wolny czas najchętniej spędzam w miejscach oferujących unikalne atrakcje sportowe i artystyczne.",Moja wycieczka odbędzie się od 8 czerwca do 23 czerwca 2023 roku.,3,2,3,2,4,3,5,3,2,3,2,2,3,2,1,1,3,2,3,1,1,1,1,2,3,2,1,2,1,2,2,1,1,3,1,2,2,2,4,2,3,2,3,3,4,2,2,3,2,3,3,3,4
149,"Jestem miłośnikiem natury i geografii, z zainteresowaniem dla różnorodności krajobrazów miejskich. Moje hobby to obserwowanie otoczenia naturalnego i eksploracja miejsc oferujących urozmaicone krajobrazy. Wolny czas najchętniej spędzam w miejscach z bogatym otoczeniem przyrodniczym.",Moja wycieczka odbędzie się od 12 sierpnia do 27 sierpnia 2023 roku.,2,3,2,1,2,1,2,1,3,4,5,2,2,3,1,1,2,3,3,2,1,1,1,3,4,2,1,2,1,2,2,1,1,3,2,2,3,2,4,3,2,1,3,2,4,1,2,3,2,1,3,3,3
150,Jestem fanem nowoczesnych technologii z zamiłowaniem do podróży. Moje hobby to eksploracja nowych miejsc i korzystanie z nowatorskich rozwiązań technologicznych. Wolny czas najchętniej spędzam w miejscach oferujących unikalne doświadczenia z zakresu nowoczesnych technologii.,Moja wycieczka odbędzie się od 5 września do 20 września 2023 roku.,3,4,2,2,3,2,3,2,3,3,3,2,4,2,1,2,5,3,3,2,2,1,1,3,4,3,2,4,2,3,3,2,1,3,2,3,3,4,4,4,4,2,4,3,4,3,4,3,3,4,5,3,4
151,Jestem miłośnikiem sztuki ulicznej i historii miast. Moje hobby to malowanie murali i eksploracja miejsc z unikalną architekturą. Wolny czas najchętniej spędzam w miejscach oferujących ciekawe motywy do fotografowania oraz bogatą historię i dziedzictwo kulturowe.,Moja wycieczka odbędzie się od 10 lipca do 25 lipca 2023 roku.,2,3,1,2,2,1,2,1,3,3,2,2,3,2,1,1,2,3,3,2,2,1,1,2,3,3,2,2,1,2,2,1,1,4,2,5,3,3,4,2,5,2,4,3,4,3,2,3,2,2,4,4,4
152,"Jestem pasjonatem akwarystyki, fascynuje mnie życie podwodne. Moje hobby to hodowla i obserwacja różnorodnych gatunków ryb i roślin akwariowych. Wolny czas najchętniej spędzam w miejscach oferujących fascynujące akwaria i bogactwo podwodnego świata.",Moja wycieczka odbędzie się od 15 września do 30 września 2023 roku.,2,3,4,1,2,1,1,1,2,3,3,2,2,2,1,1,3,2,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,2,3,2,1,1,2,2,2,1,1,5,5,1,3,2,2
153,"Jestem pasjonatem wędkarstwa, uwielbiam spędzać czas nad wodą i łowić ryby. Moje hobby to poszukiwanie najlepszych łowisk i odkrywanie różnorodnych gatunków ryb. Wolny czas najchętniej spędzam w miejscach oferujących doskonałe warunki do wędkowania i piękne krajobrazy nad wodą.",Moja wycieczka odbędzie się od 5 maja do 20 maja 2023 roku.,1,1,5,1,1,1,1,1,3,5,4,2,1,4,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,1,2,2,3
154,"Jestem miłośnikiem kultury i sztuki, a moje zainteresowania skupiają się głównie wokół teatru i spektakli plenerowych. Kocham odkrywać nowe miejsca z rozwiniętą sceną kulturalną i unikalnymi widowiskami. Wolny czas najchętniej spędzam w miejscach, gdzie mogę czerpać inspirację z różnorodnych form sztuki.",Moja wycieczka odbędzie się od 10 lipca do 25 lipca 2023 roku.,2,3,1,1,1,1,1,1,2,2,2,1,2,1,1,1,4,3,3,2,2,1,1,2,2,1,1,2,1,1,1,1,1,3,1,4,2,3,3,3,5,2,3,3,4,2,1,2,1,2,4,3,2
155,"Jestem fanem nowych technologii i uwielbiam eksplorować miejsca, gdzie innowacje idą w parze z pięknem architektury. W wolnym czasie fascynuje mnie świat programowania, a podróże traktuję jako okazję do odkrywania nowoczesnych rozwiązań i inspirujących projektów.",Moja wycieczka odbędzie się od 15 sierpnia do 30 sierpnia 2023 roku.,2,3,1,1,1,1,1,1,2,2,2,1,3,1,1,1,5,2,2,1,1,1,1,2,3,1,1,2,1,1,1,1,1,2,1,3,2,2,4,3,4,2,3,3,4,2,1,1,1,4,5,3,3
156,"Jestem miłośnikiem książek i sztuki, a moje zainteresowania skupiają się głównie na literaturze i rysunku mangi. Wolny czas najchętniej spędzam w klimatycznych kawiarniach z dobrym czytadłem lub pracując nad własnymi projektami rysunkowymi.",Moja wycieczka odbędzie się od 5 września do 20 września 2023 roku.,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,3,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,2,3,3,4,2,3,3,3,2,1,1,1,2,3,2,2
157,Jestem pasjonatem nauki i techniki. Moje hobby to eksperymentowanie i zgłębianie tajników nowoczesnych technologii. Wolny czas najchętniej spędzam w muzeach nauki i techniki oraz na aktywnościach związanych z poznawaniem nowych dziedzin nauki.,Moja wycieczka odbędzie się od 10 lipca do 25 lipca 2023 roku.,2,3,1,1,1,1,1,1,2,1,3,1,3,1,1,2,5,2,2,1,1,1,1,2,3,1,1,4,2,2,2,1,1,3,1,2,2,2,3,3,3,2,4,3,4,2,1,1,1,3,4,3,3
158,"Jestem fanem nowych technologii. Moje zainteresowania skupiają się głównie na świecie cyfrowym, programowaniu i innowacjach. Wolny czas najchętniej spędzam na eksploracji nowoczesnych miejsc, w których można doświadczyć przyszłościowej technologii.",Moja wycieczka odbędzie się od 15 sierpnia do 30 sierpnia 2023 roku.,3,4,2,1,1,1,2,1,2,1,2,1,4,1,1,1,5,2,2,1,1,1,1,1,3,2,1,3,1,2,2,1,1,3,1,2,2,2,3,4,3,2,4,3,4,2,3,2,2,4,4,2,3
159,"Jestem fanem książek i sztuki. Moje zainteresowania skupiają się na literaturze oraz tworzeniu i odbiorze sztuki w różnych formach. Wolny czas najchętniej spędzam w muzeach, galeriach sztuki oraz przy czytaniu dobrej książki.",Moja wycieczka odbędzie się od 5 września do 20 września 2023 roku.,2,3,1,2,1,1,1,1,2,1,2,1,2,1,1,1,3,3,3,2,2,1,1,2,3,1,1,1,1,2,2,1,1,3,1,2,2,3,3,3,5,3,3,3,4,5,1,1,1,2,3,3,2
160,"Jestem pasjonatem nauki i techniki. Moje zainteresowania skupiają się na odkrywaniu tajemnic wszechświata oraz nowinkach technologicznych. Wolny czas najchętniej spędzam w muzeach nauki, planetariach i miejscach, gdzie mogę zgłębiać wiedzę z dziedziny technologii.",Moja wycieczka odbędzie się od 10 lipca do 25 lipca 2023 roku.,2,3,1,1,1,1,2,1,2,1,3,1,2,1,1,1,5,2,2,1,1,1,1,2,2,1,1,3,1,2,2,1,1,3,1,2,2,2,3,4,2,2,4,3,4,2,5,1,2,3,4,2,3
161,"Jestem fanem nowych technologii i nowoczesnych rozwiązań. Moje zainteresowania skupiają się na odkrywaniu innowacyjnych projektów oraz korzystaniu z najnowszych gadżetów. Wolny czas najchętniej spędzam w muzeach nauki, parkach technologicznych i miejscach, gdzie mogę eksplorować nowe technologie.",Moja wycieczka odbędzie się od 15 sierpnia do 30 sierpnia 2023 roku.,2,3,1,1,1,1,2,1,2,1,2,1,2,1,1,1,5,2,2,1,1,1,1,2,2,1,1,3,1,2,2,1,1,3,1,2,2,2,3,4,2,2,4,3,4,2,5,1,2,3,4,2,3
162,"Jestem miłośnikiem teatru i kultury. Moje zainteresowania skupiają się na uczestnictwie w spektaklach plenerowych oraz odkrywaniu miejsc z rozwiniętą sceną kulturalną. Wolny czas najchętniej spędzam w teatrach, muzeach sztuki oraz miejscach, gdzie mogę czerpać inspirację z różnorodnych wydarzeń kulturalnych.",Moja wycieczka odbędzie się od 5 września do 20 września 2023 roku.,2,3,1,1,1,1,2,1,2,1,2,1,2,1,1,1,3,3,4,2,2,2,2,3,3,2,1,2,1,2,2,2,1,3,1,4,2,3,2,3,5,2,4,3,4,2,2,2,2,3,4,3,3
163,"Jestem pasjonatem sportu i aktywności fizycznej. Moje zainteresowania skupiają się na joggingu po parkach miejskich oraz uczestnictwie w wydarzeniach sportowych. Wolny czas najchętniej spędzam na aktywnościach fizycznych, a zwiedzanie miejsc łączę z ruchem i zdrowym stylem życia.",Moja wycieczka odbędzie się od 10 lipca do 25 lipca 2023 roku.,2,3,1,2,3,2,5,2,1,2,3,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,1,3,2,2,2,1,1,2,1,1,1,1,4,2,2,1,3,2,3,1,1,2,2,1,3,2,3
164,Jestem miłośnikiem historii sztuki i fotografii. Moje zainteresowania skupiają się na odkrywaniu ukrytych zakątków miast oraz zwiedzaniu miejsc z bogatym dziedzictwem kulturowym. Wolny czas najchętniej spędzam w muzeach sztuki i miejscach oferujących ciekawe motywy do fotografowania.,Moja wycieczka odbędzie się od 15 sierpnia do 30 sierpnia 2023 roku.,1,3,1,1,1,2,1,1,2,2,4,1,3,2,1,1,2,4,5,3,2,1,1,3,4,2,1,2,2,2,3,2,1,3,1,1,1,2,3,3,5,2,4,3,4,1,2,1,1,1,4,5,3
165,Jestem entuzjastą nowych technologii i fascynuje mnie świat programowania. W wolnym czasie najchętniej zajmuję się projektowaniem aplikacji oraz eksploracją miejsc związanych z innowacjami technologicznymi. Interesuję się również astronomią i uwielbiam obserwować gwiazdy.,Moja wycieczka odbędzie się od 10 lipca do 25 lipca 2023 roku.,3,2,1,2,1,3,2,1,2,1,3,1,2,1,1,2,5,1,1,1,1,1,1,2,3,2,1,4,1,2,1,1,1,2,1,1,1,1,3,3,2,1,4,3,4,1,4,1,1,4,4,2,3
166,Jestem miłośnikiem teatru i fotografii. Interesuje mnie różnorodność kulturowa oraz unikalne spektakle plenerowe. Wolny czas najchętniej spędzam na fotografowaniu architektury i scen kulturalnych. Pragnę odkrywać nieznane zakątki miast i zanurzać się w ich atmosferze.,Moja wycieczka odbędzie się od 15 sierpnia do 30 sierpnia 2023 roku.,2,3,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,3,4,2,3,1,1,3,2,2,1,1,1,2,2,1,1,2,1,3,2,2,4,3,4,2,4,3,4,2,1,2,2,3,4,3,3
167,"Jestem fanem akwarystyki i wędkarstwa. Zafascynowany różnorodnością podwodnego świata oraz spokojem wędkowania. Wolny czas najchętniej spędzam w bliskości wód, zarówno w akwariach, jak i nad jeziorami czy rzekami.",Moja wycieczka odbędzie się od 10 lipca do 25 lipca 2023 roku.,1,2,4,1,3,1,2,1,3,5,4,2,1,4,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,3,2,3,2,1,1,2,1,2,1,1,3,5,1,2,2,3
168,Jestem miłośnikiem teatru i aktywności fizycznej. Interesuję się różnorodnością kulturową i sceną kulturalną. Wolny czas najchętniej spędzam uczestnicząc w spektaklach plenerowych i uprawiając jogging po parkach miejskich.,Moja wycieczka odbędzie się od 5 sierpnia do 20 sierpnia 2023 roku.,2,3,2,2,4,3,3,1,2,3,3,1,2,2,2,2,4,3,4,2,3,1,2,3,3,2,1,3,2,2,3,3,1,3,1,4,2,2,4,3,4,3,4,3,4,3,2,2,2,3,4,3,3
169,Jestem fanem akwarystyki. Moje hobby to obserwowanie życia podwodnego. Wolny czas najchętniej spędzam w akwariach i nad morzem.,Moja wycieczka odbędzie się od 10 lipca do 25 lipca 2023 roku.,2,3,4,1,3,1,2,1,3,4,5,5,2,3,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,4,2,1,2,2,2,2,1,1,4,5,2,3,2,3
170,"Jestem pasjonatem sportu, który preferuje aktywność fizyczną podczas zwiedzania. Moje hobby to jogging po parkach miejskich. Wolny czas najchętniej spędzam na świeżym powietrzu, odkrywając nowe miejsca podczas biegania.",Moja wycieczka odbędzie się od 15 sierpnia do 30 sierpnia 2023 roku.,3,2,2,2,4,4,5,3,2,3,4,2,3,2,1,1,2,1,1,2,1,1,1,3,3,2,1,3,4,3,2,1,1,3,2,1,2,1,4,3,2,2,3,3,3,2,1,3,2,4,3,3,4
171,"Jestem miłośnikiem teatru, który lubi uczestniczyć w spektaklach plenerowych. Moje hobby to obcowanie z kulturą i sztuką. Wolny czas najchętniej spędzam na wydarzeniach kulturalnych i przedstawieniach teatralnych.",Moja wycieczka odbędzie się od 10 lipca do 25 lipca 2023 roku.,3,4,1,2,2,1,2,1,1,2,3,1,2,1,1,1,3,4,4,3,2,1,1,2,3,2,1,2,1,2,2,2,1,3,1,4,3,2,4,2,4,3,4,3,4,3,1,2,1,3,4,4,2
172,"Jestem pasjonatem nowych technologii i fanem akwarystyki. Uwielbiam eksplorować różnorodność krajobrazów miejskich, zwłaszcza miejsc z unikalną architekturą. Moje hobby to również fotografia, zwłaszcza przyrodnicza.",Moja wycieczka odbędzie się od 5 września do 20 września 2023 roku.,3,4,2,1,2,1,3,1,2,3,4,2,3,2,1,1,5,3,3,2,2,1,1,2,4,3,1,3,1,2,2,2,1,4,1,3,3,3,4,3,4,3,4,3,4,3,4,3,3,4,5,3,3
173,"Jestem fanem wędkarstwa i aktywności na wodzie. Interesuje mnie ekologia i zrównoważony rozwój miast. Uwielbiam odkrywać ukryte zakątki miast, zwłaszcza te z urozmaiconym otoczeniem naturalnym.",Moja wycieczka odbędzie się od 10 lipca do 25 lipca 2023 roku.,2,3,5,2,4,1,3,1,4,5,5,3,2,4,1,2,3,2,2,2,1,1,1,3,4,3,2,3,1,2,2,3,2,3,1,2,3,2,5,4,3,2,4,3,4,1,3,4,4,2,3,2,3
